CaseId,ActivityId,Text,Activity,SpecificActivity
291,1,"Subject: Re: Inquiry About Hiring a Sailing Boat for 3 People

Dear [Your Name],

Thank you for reaching out to Boathire. We are delighted to assist you with your sailing boat hire inquiry.

For a group of 3 people, we have the perfect option available — the Wayfarer Cruiser. This boat is well-suited for your needs as it can comfortably accommodate up to three crew members.

Here are the details for the Wayfarer Cruiser:

**Wayfarer Cruiser:**
- Maximum capacity: 3 people
- Available for hire on the 25th of October
- Start time: 10:00 AM

**Pricing:**
- Half-day rental (up to 4 hours): £100
- Full-day rental (up to 8 hours): £180

To confirm your booking, please provide the following information:
1. Preferred rental duration (half-day or full-day)
2. Full names of all crew members
3. A contact number
4. Any sailing experience or qualifications you may have

### Additional Recommendations for October:
- Please dress in layers, as weather can be unpredictable this time of year.
- Bring waterproof clothing and suitable footwear.
- It's advisable to check the weather forecast closer to your sailing date.
- Life jackets will be provided and must be worn at all times while on the water.

You can reply to this email with the requested details, or feel free to call our office at [Your Contact Information] to finalize the booking. We recommend booking well in advance to secure your desired date and time.

Thank you again for considering Boathire for your sailing adventure. We look forward to helping you create a memorable experience.

Best regards,

James
Boathire Team
[Boathire Contact Information]",Send Offer,Send Offer / Sailing
291,2,"Subject: Re: Inquiry About Hiring a Sailing Boat for 3 People

Dear James,

Thank you for your prompt response and for providing detailed information regarding the Wayfarer Cruiser.

After careful consideration, I regret to inform you that we have decided not to proceed with hiring the boat on this occasion. I appreciate all the details and recommendations you have provided.

Thank you once again for your assistance.

Best regards,
[Your Name]

[Your Contact Information]",Offer Rejected,Offer Rejected
292,0,"Subject: Inquiry About Hiring a Sailing Boat for 3 People

Dear Boathire Team,

I hope this message finds you well.

My name is John Matthews, and I am interested in hiring a sailing boat for a small group of three people. We are looking at Sunday, the 22nd of October, for our outing and would like to set sail around 10:00 AM, if available.

Could you please provide information on the types of sailing boats suitable for our group size and availability on that date and time? Additionally, could you share details regarding the rental rates and any additional requirements or conditions we should be aware of?

Thank you for your assistance. I look forward to your prompt response.

Best regards,

John Matthews
Email: john.matthews@example.com
Phone: 07700 900123",Receive Enquiry,Receive Enquiry / Sailing
292,1,"Subject: Re: Inquiry About Hiring a Sailing Boat for 3 People

Dear John,

Thank you for reaching out to Boathire. We are delighted to hear about your interest in hiring a sailing boat for your upcoming outing.

For a group of three people, we have two suitable options: the Delphia 24, which can carry up to 4 crew, and the Wayfarer Cruiser, which is perfect for up to 3 crew. Both of these boats would comfortably accommodate your group.

As for availability on Sunday, the 22nd of October, at 10:00 AM, I can confirm that both sailing boats are available at this time.

Here are the rental rates for our sailing boats:
- **Delphia 24**: £150 for a half-day (up to 4 hours) or £250 for a full day.
- **Wayfarer Cruiser**: £120 for a half-day (up to 4 hours) or £200 for a full day.

Please note that we require a refundable security deposit of £100 for either sailing boat. Additionally, we recommend wearing appropriate sailing gear and ensuring you have any necessary sailing qualifications or experience. We can provide a brief safety orientation on the day of your booking.

If you would like to proceed with the booking or require any further information, please don't hesitate to reply to this email or contact us at 07700 900123.

We look forward to making your sailing experience enjoyable and memorable.

Best regards,

James
Boathire Team
Email: info@boathire.com
Phone: 07700 900123",Send Offer,Send Offer / Sailing
292,2,"Subject: Re: Inquiry About Hiring a Sailing Boat for 3 People

Dear James,

Thank you for your prompt response and for providing detailed information about your sailing boats and their rental rates.

After considering our options, we have decided not to proceed with the booking at this time.

We appreciate your assistance and will keep Boathire in mind for any future sailing outings.

Best regards,

John Matthews
Email: john.matthews@example.com
Phone: 07700 900123",Offer Rejected,Offer Rejected
293,0,"Subject: Enquiry About Hiring a Sailing Boat

Dear Boathire Team,

I hope this email finds you well.

I am interested in hiring a sailing boat for an upcoming trip and would like to enquire about suitable options you have for 4 people. Specifically, I am planning to hire the boat for a day on the 15th of November, ideally starting in the morning around 9:00 AM and returning by late afternoon.

Could you please provide information on the available sailing boats that can comfortably accommodate 4 people, along with the pricing and any additional details or requirements needed for the booking?

Thank you for your assistance, and I look forward to your response.

Best regards,

Andrew Parker
Email: andrew.parker@mail.com
Phone: 07123 456789",Receive Enquiry,Receive Enquiry / Sailing
293,1,"Subject: Re: Enquiry About Hiring a Sailing Boat

Dear Andrew Parker,

Thank you for getting in touch with Boathire. We are delighted to hear about your interest in hiring a sailing boat for your upcoming trip.

For a party of 4, we have the Delphia 24, which can comfortably accommodate up to 4 crew members. Unfortunately, our Wayfarer Cruiser, which can carry up to 3 crew members, would not be suitable for your group size.

Here are the details for the Delphia 24:
- **Maximum Capacity:** 4 crew members
- **Availability Date:** 15th November
- **Start Time:** 9:00 AM
- **Return Time:** Late afternoon (specific time can be discussed)

As for the pricing, the daily rental rate for the Delphia 24 is £150.

### Additional Details:
- **Booking Requirements:** 
  - A valid form of ID is required for the booking.
  - A safety briefing will be provided before departure.
  - A security deposit of £200 is required and will be refunded upon the safe return of the boat.

Would you like to proceed with the booking for the Delphia 24 on the 15th of November? Please let us know if you have any further questions or need additional information.

Thank you for choosing Boathire, and we look forward to assisting you with your sailing adventure.

Best regards,

James
Boathire Team
Email: info@boathire.co.uk
Phone: 07123 987654",Send Offer,Send Offer / Sailing
293,2,"Subject: Re: Enquiry About Hiring a Sailing Boat

Dear James,

Thank you for your prompt response and for providing the details of the available sailing options.

After careful consideration, I have decided not to proceed with the booking at this time.

I appreciate your assistance and the information you provided. 

Best regards,

Andrew Parker  
Email: andrew.parker@mail.com  
Phone: 07123 456789",Offer Rejected,Offer Rejected
294,0,"Subject: Inquiry About Hiring a Sailing Boat

Dear Boathire Team,

I hope this message finds you well.

I am interested in hiring a sailing boat for 3 people. We are planning a day out on the water and would appreciate your recommendations for the most suitable boats available in your fleet.

The date we have in mind is Saturday, 18th November, and we would like to start our trip at around 10:00 AM. Could you please provide details on the available options and their respective prices?

Thank you in advance for your assistance.

Kind regards,

Emily Johnson
emily.j@email.com 
07700 900123",Receive Enquiry,Receive Enquiry / Sailing
294,1,"Subject: Re: Inquiry About Hiring a Sailing Boat

Dear Emily,

Thank you for reaching out to Boathire. We're delighted to hear about your interest in hiring a sailing boat for a day out.

For a group of 3 people, we have the perfect options available within our fleet:

1. **Delphia 24**: This sailing boat can comfortably accommodate up to 4 crew members, offering ample space and stability for your day on the water.
2. **Wayfarer Cruiser**: This boat suits your requirement perfectly, as it can carry up to 3 crew members. It's an excellent choice for a more intimate and cozy outing.

As for the date you mentioned, Saturday, 18th November, and starting at 10:00 AM, we can certainly arrange that.

**Pricing Details:**
- **Delphia 24**: £150 for a full day (10:00 AM to 6:00 PM)
- **Wayfarer Cruiser**: £120 for a full day (10:00 AM to 6:00 PM)

Please confirm which option best suits your preference, and we will proceed with the booking. If you have any additional requests or need further assistance, feel free to let us know.

We look forward to hosting you and ensuring a memorable sailing experience.

Kind regards,

James  
Boathire Team  
info@boathire.co.uk  
07700 900123  ",Send Offer,Send Offer / Sailing
